Record ID,ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Weatherconditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken
1386,0x72ef,CHENRES15DEL03,35,5,3,2,1,3,4,1,1,1,21
1387,0xf39,MYSRES01DEL01,24,4.8,6,2,2,2,4,0,1,1,14
1388,0x94b6,BANGRES08DEL02,31,4.5,0,2,1,0,4,1,1,1,36
1389,0x2f16,RANCHIRES05DEL03,26,4.8,4,2,0,3,3,1,1,1,29
1390,0x4ba0,MUMRES03DEL01,39,4.8,4,0,0,0,3,1,1,1,23
1391,0xcb52,AURGRES15DEL03,21,4.4,2,2,0,3,3,1,1,1,27
1392,0x7b35,VADRES08DEL01,31,4.6,4,1,1,0,4,0,1,1,18
1394,0x6156,JAPRES010DEL03,35,4.9,1,1,2,1,4,1,1,1,43
1395,0x4ae7,SURRES02DEL03,28,4.9,0,3,1,2,3,0,1,3,12
1397,0x8a2b,CHENRES18DEL03,22,4.9,0,1,0,1,3,0,1,1,26
1398,0x9198,RANCHIRES14DEL03,32,4.7,1,1,0,2,3,1,1,1,47
1399,0xca74,AGRRES09DEL01,30,4.5,3,2,1,1,3,1,1,1,26
1400,0x4bea,MYSRES11DEL01,31,3.5,6,1,2,0,2,1,1,1,32
1401,0xd744,ALHRES16DEL03,23,4.9,1,2,0,0,3,0,1,3,22
1402,0xd81e,LUDHRES06DEL02,22,4.7,2,3,1,2,4,1,1,1,22
1403,0xca4b,BHPRES08DEL02,32,4.9,6,3,2,2,3,0,1,1,27
1404,0x9d58,BANGRES13DEL03,34,4.4,0,3,0,1,3,1,1,1,34
1405,0xa892,INDORES07DEL03,36,4.9,4,2,2,2,2,1,1,1,18
1406,0x34f4,COIMBRES15DEL02,28,4.6,0,1,2,3,4,0,1,1,21
1407,0x3f86,MYSRES13DEL01,21,4.9,3,1,2,1,4,1,1,1,21
1410,0x9a6e,HYDRES19DEL02,37,4.6,6,2,2,2,2,1,1,1,22
1412,0x1ac7,SURRES14DEL02,20,4.6,3,1,1,2,4,1,1,3,16
1413,0x373b,VADRES02DEL01,28,4.1,4,0,0,0,3,3,2,2,53
1414,0x98ea,INDORES05DEL03,36,5,2,1,2,2,3,1,1,1,27
1415,0x3b81,VADRES01DEL01,36,4.9,0,1,0,1,3,1,1,1,44
1416,0x5a3f,MYSRES12DEL02,34,4.7,4,2,0,3,3,1,1,1,30
1417,0x78ef,INDORES14DEL01,31,4,3,3,1,1,3,1,1,1,31
1418,0xa312,BANGRES05DEL01,38,4.8,3,1,0,3,3,2,1,1,39
1419,0x73d2,BANGRES01DEL03,22,4.9,2,1,1,2,3,1,1,3,23
1420,0xab7a,JAPRES02DEL02,35,4.1,3,1,0,0,3,1,1,1,40
1421,0x1846,PUNERES06DEL02,29,4.7,1,1,0,0,3,1,1,1,47
1422,0x3f77,SURRES17DEL01,26,4.8,3,1,0,3,3,1,1,1,37
1423,0x421a,RANCHIRES01DEL03,34,4.1,6,1,2,2,4,1,1,1,32
1424,0xb143,RANCHIRES13DEL03,24,4.6,4,2,0,0,3,0,1,1,18
1426,0x4858,BANGRES02DEL01,39,4.6,4,3,1,1,3,1,1,1,22
1427,0xba58,CHENRES01DEL03,23,4.3,3,2,0,0,3,0,1,1,26
1428,0x8118,JAPRES17DEL01,33,4,1,3,2,3,4,0,1,1,43
1429,0xd49d,KNPRES12DEL03,26,5,2,3,0,1,3,1,1,1,27
1430,0x8a54,INDORES12DEL02,27,4.9,4,2,1,1,4,0,1,1,26
1431,0xd618,KOCRES05DEL02,27,4.9,1,2,2,0,4,0,1,1,14
1432,0xb3d3,MUMRES20DEL03,28,3.8,4,1,0,3,3,1,2,1,46
1433,0x5c00,MYSRES09DEL02,38,4.6,3,2,1,3,4,1,1,1,26
1434,0xac10,MUMRES010DEL03,24,4.9,6,1,2,0,4,1,1,3,28
1435,0x20b8,RANCHIRES16DEL01,32,4.9,0,2,1,1,3,0,1,3,15
1436,0xcefc,ALHRES09DEL03,28,4.9,6,2,2,0,3,1,1,3,18
1437,0xa204,RANCHIRES18DEL01,33,4.3,3,0,0,2,3,1,1,1,33
1438,0xe38,JAPRES09DEL02,35,4.7,1,1,0,0,3,1,1,1,50
1439,0xa28e,COIMBRES20DEL03,21,4.7,2,1,1,2,4,1,1,3,25
1440,0x4229,INDORES06DEL01,38,4.3,6,1,0,3,3,2,1,1,53
1441,0x793f,HYDRES16DEL02,37,4.9,4,1,0,2,3,1,1,1,27
1442,0x4737,JAPRES11DEL03,31,4.8,1,2,2,2,4,1,1,1,16
1443,0x1620,INDORES04DEL01,27,5,0,0,0,2,3,1,1,1,29
1444,0xc8ef,GOARES15DEL03,39,4.8,4,2,1,3,4,1,1,1,19
1445,0x3a65,SURRES03DEL02,36,4.1,1,2,0,1,3,1,1,1,39
1447,0x91fc,INDORES06DEL02,39,4.9,4,1,1,3,3,1,1,1,22
1448,0x913,PUNERES07DEL02,25,4.8,2,3,0,1,3,1,1,1,25
1451,0x25aa,RANCHIRES17DEL02,32,4.9,1,3,0,3,3,1,1,1,28
1452,0x37bb,SURRES03DEL01,30,4.7,6,3,0,0,3,0,1,1,44
1454,0x2a28,JAPRES02DEL03,33,4.7,1,1,1,0,3,0,1,3,35
1456,0x9d7b,JAPRES17DEL02,36,4.9,6,1,2,1,4,1,1,1,32
1457,0x578c,MUMRES19DEL03,24,4.8,3,3,0,2,3,1,1,1,24
1458,0x3162,SURRES12DEL03,24,4.7,0,3,2,0,4,0,1,4,12
1459,0xd7ce,KOCRES01DEL03,37,4.2,6,2,0,0,3,0,1,1,34
1460,0x15bc,MUMRES07DEL03,25,5,6,1,1,2,4,1,1,3,29
1461,0x8564,VADRES13DEL02,21,4.5,1,0,1,3,4,0,1,1,29
1462,0xbab8,COIMBRES12DEL02,21,4.6,1,2,0,0,3,0,1,1,24
1463,0x3061,HYDRES17DEL03,26,4.8,0,1,0,3,3,1,1,1,37
1464,0xb53c,JAPRES04DEL03,38,4.9,3,2,1,0,4,0,1,1,29
1465,0xbdce,BANGRES04DEL03,33,3.8,3,3,1,2,3,2,1,3,37
1467,0xac8e,PUNERES16DEL01,35,4.3,2,3,1,1,3,1,1,1,33
1468,0x1465,COIMBRES19DEL03,21,4.6,1,1,0,2,3,1,1,1,25
1469,0xb60,MUMRES010DEL03,27,4.6,1,1,0,0,3,0,1,4,20
1470,0x2b2a,SURRES09DEL03,33,4.7,3,2,1,2,4,1,1,1,25
1471,0x3b85,PUNERES05DEL03,25,4.6,0,1,0,1,3,1,1,1,27
1472,0xc84a,AURGRES19DEL02,28,4.7,6,2,1,2,4,0,1,3,18
1473,0x6fae,INDORES17DEL03,25,4.8,6,1,2,1,4,1,1,1,26
1474,0x8786,VADRES16DEL02,39,4.7,3,2,0,1,3,1,1,1,28
1475,0x2420,RANCHIRES03DEL01,27,4.6,4,3,0,2,3,1,1,3,21
1476,0x4efd,MUMRES08DEL03,23,4.7,4,1,2,0,2,1,1,1,14
1477,0x33ad,BANGRES15DEL02,20,4.6,0,2,2,3,4,1,1,1,20
1478,0x8b87,HYDRES08DEL02,37,4.5,3,1,1,3,3,1,1,1,36
1479,0xa9f9,SURRES07DEL01,36,4.8,1,2,2,2,2,1,1,4,17
1480,0x26a7,CHENRES03DEL02,39,5,0,3,2,2,4,0,1,1,15
1481,0xd96d,ALHRES04DEL02,37,4.1,3,1,2,1,2,1,1,1,33
1482,0x3a3a,BANGRES17DEL03,22,4.7,2,2,1,1,4,0,1,3,10
1483,0x3642,MUMRES16DEL02,20,4.8,3,3,2,3,4,1,1,1,28
1484,0x7a8,JAPRES16DEL01,29,4.8,3,3,2,1,4,0,1,3,20
1485,0x4323,MYSRES02DEL02,38,5,2,2,2,1,3,0,1,1,22
1486,0x792d,COIMBRES05DEL02,33,4.8,4,1,1,3,3,1,1,3,15
1487,0xa79,MYSRES010DEL01,37,4.5,0,1,0,1,3,1,1,1,48
1488,0x9c05,SURRES07DEL02,38,4.8,6,2,2,1,2,1,1,3,20
1489,0xb1a6,RANCHIRES19DEL02,30,4.6,0,3,1,1,4,1,1,1,18
1490,0xccf,PUNERES18DEL02,29,5,4,1,2,0,3,0,1,1,23
1491,0x3ab8,PUNERES05DEL01,22,4.6,1,0,2,1,4,1,1,3,30
1492,0xa3e8,HYDRES13DEL03,23,4.6,4,1,0,3,3,2,1,1,33
1493,0x8283,VADRES04DEL03,24,4.5,1,2,2,0,2,1,1,3,10
1494,0x2674,SURRES15DEL01,21,4.7,2,3,1,1,4,1,1,1,20
1495,0xb7a5,MUMRES20DEL03,35,4.5,3,1,2,1,4,1,1,1,27
1496,0x4a13,RANCHIRES12DEL01,39,4.6,3,2,1,0,3,1,1,1,23
1497,0x91f4,RANCHIRES06DEL02,34,4.8,4,1,2,1,4,1,1,1,30
1498,0xda83,GOARES16DEL03,26,4.5,1,3,0,0,3,1,1,3,29
1499,0x66c0,RANCHIRES05DEL02,28,4.5,0,3,0,1,3,1,1,1,30
1501,0x66d6,CHENRES17DEL01,28,3.3,4,2,2,0,4,0,1,1,42
1502,0xc0d2,ALHRES15DEL02,36,4.5,1,1,0,0,3,1,1,1,30
1503,0xd52c,BHPRES12DEL03,31,4.3,1,3,2,2,3,2,2,1,44
1504,0x579c,MYSRES07DEL02,21,4.5,1,1,0,3,3,1,1,1,38
1505,0x4994,MUMRES11DEL01,28,4.7,2,2,1,2,3,1,1,3,19
1507,0xc342,KNPRES15DEL01,29,5,1,0,2,1,4,1,1,1,28
1508,0x208a,CHENRES18DEL03,22,5,6,1,0,0,3,1,1,1,35
1509,0x1479,PUNERES11DEL02,33,4.5,0,1,0,3,3,1,1,1,53
1510,0x3a87,SURRES010DEL02,24,4.9,4,2,2,0,4,0,1,1,17
1511,0xbbb3,MYSRES010DEL02,39,4.1,3,3,0,1,3,1,1,1,34
1512,0x774c,JAPRES05DEL02,29,5,1,2,2,2,4,0,1,1,20
1513,0x4d89,SURRES18DEL01,33,4.1,2,1,1,2,3,1,1,3,38
1514,0x2059,PUNERES14DEL02,28,4.6,1,3,1,1,4,1,1,1,17
1515,0x1c66,JAPRES09DEL02,29,4.2,1,1,1,0,3,1,1,1,32
1516,0x8ff9,HYDRES15DEL03,22,4.9,3,1,2,2,4,1,1,1,21
1517,0xc599,BHPRES14DEL01,29,4.8,2,1,0,3,3,1,1,3,30
1518,0x4e71,MUMRES11DEL01,32,4.6,3,3,1,1,3,1,1,1,27
1519,0x85fc,BANGRES12DEL03,21,3.7,4,1,0,1,3,1,2,1,41
1520,0x2465,CHENRES19DEL02,21,4.2,0,3,2,2,2,1,1,1,35
1521,0xcfad,KOLRES14DEL02,25,4,3,2,0,2,3,0,1,1,23
1522,0x8184,RANCHIRES08DEL03,24,4.6,3,1,1,3,4,0,1,1,19
1523,0x95d0,SURRES11DEL01,29,4.6,2,0,1,2,4,1,1,1,18
1524,0x36a2,BANGRES01DEL02,35,4.6,6,0,0,2,3,1,1,1,47
1525,0x7f25,INDORES20DEL03,21,4.8,3,1,1,3,3,1,1,1,29
1526,0xfbd,MYSRES11DEL02,20,4.8,3,2,0,1,3,1,1,1,16
1527,0xbb41,BANGRES20DEL03,24,4.1,6,2,0,0,3,1,1,1,27
1528,0xd248,BHPRES01DEL02,26,4.5,1,1,0,1,3,1,1,1,20
1529,0xc326,GOARES17DEL02,30,4.3,2,1,0,3,3,1,1,1,35
1530,0x6709,JAPRES20DEL02,22,4.4,0,3,2,3,4,1,1,1,35
1531,0x3a23,RANCHIRES19DEL03,33,4.5,4,3,2,0,3,0,1,1,21
1532,0x2b5b,MUMRES02DEL01,31,4.6,0,2,2,0,2,1,1,3,25
1533,0xa15d,COIMBRES09DEL03,37,4,3,3,1,3,4,0,1,1,32
1534,0xbfeb,KOCRES12DEL01,29,4.3,4,0,0,2,3,1,2,3,48
1535,0x7e36,SURRES15DEL03,33,4.7,2,3,2,3,4,0,1,1,24
1536,0x30fa,JAPRES14DEL01,22,4.8,4,3,1,1,3,1,1,1,19
1537,0x9c67,PUNERES03DEL03,25,4.9,0,3,2,0,4,0,1,3,10
1538,0xa575,BANGRES17DEL01,32,4.7,1,2,2,1,3,1,1,4,16
1539,0x71ad,PUNERES11DEL01,23,4.9,0,3,2,1,2,1,1,1,30
1540,0x33d3,COIMBRES02DEL03,20,4.8,1,2,2,3,3,1,1,3,20
1541,0x1352,PUNERES010DEL03,29,4.6,6,3,0,0,3,1,1,1,17
1542,0x991a,MYSRES18DEL02,23,4.6,0,2,1,1,3,0,1,1,12
1543,0x9805,MUMRES15DEL01,25,4.2,1,1,1,2,4,1,1,1,43
1544,0x8b45,COIMBRES15DEL02,37,4.8,4,2,1,3,3,1,1,1,20
1545,0x9d4f,JAPRES11DEL02,35,4.7,3,1,0,2,3,1,1,1,36
1546,0xc460,DEHRES07DEL02,34,3.3,4,2,0,2,3,1,1,1,32
1547,0x9c7d,JAPRES14DEL03,32,4.7,2,1,2,0,4,1,1,1,27
1548,0xdf7a,LUDHRES09DEL01,38,4,2,0,1,1,4,1,1,1,31
1549,0xc97c,KNPRES14DEL02,21,4.7,1,2,1,2,4,0,1,3,11
1550,0xbbc8,PUNERES010DEL03,36,4.9,4,1,0,3,3,1,1,1,36
1551,0x8ea9,CHENRES02DEL02,27,5,4,1,1,0,3,1,1,4,15
1552,0x7101,HYDRES04DEL03,27,5,4,1,1,2,4,1,1,1,19
1553,0x5c3d,BANGRES09DEL02,29,4.8,2,3,1,0,3,1,1,3,26
1554,0x35e4,SURRES01DEL02,23,4.6,0,2,1,1,4,1,1,3,20
1555,0xb3f4,COIMBRES16DEL01,34,4.2,3,3,2,3,2,1,1,1,32
1556,0x2268,SURRES13DEL01,37,4.3,1,0,2,0,4,1,1,1,36
1557,0xd50d,DEHRES03DEL01,20,4.9,3,3,2,1,4,1,1,1,26
1558,0xe02f,DEHRES03DEL03,37,4.2,2,3,2,0,4,1,1,1,31
1559,0x95bb,MUMRES010DEL03,36,4.7,4,2,0,2,3,1,1,1,25
1560,0x800c,COIMBRES02DEL03,27,5,1,3,1,0,4,0,1,1,10
1561,0x88a5,MYSRES03DEL03,33,4.6,2,2,1,1,3,0,1,1,26
1562,0xaae0,CHENRES16DEL01,33,4.6,1,3,0,0,3,1,1,1,38
1563,0x88c7,SURRES04DEL02,28,4.6,3,2,2,2,4,1,1,1,13
1564,0x4022,RANCHIRES17DEL02,38,4.7,0,1,0,1,3,2,2,1,42
1565,0x63bb,RANCHIRES03DEL03,36,4.8,4,1,0,0,3,1,1,1,28
1566,0x357f,JAPRES010DEL02,31,4.7,1,2,1,2,3,0,1,1,15
1567,0x7d97,BANGRES01DEL02,22,5,0,0,2,2,4,0,1,1,25
1568,0x2d70,SURRES02DEL02,34,4.9,4,2,1,3,4,0,1,3,19
1569,0x57a4,INDORES17DEL02,20,4.5,4,3,1,3,3,1,1,1,10
1570,0x28ad,JAPRES010DEL02,24,4.6,0,2,1,3,3,1,1,1,28
1571,0x48d3,RANCHIRES02DEL01,39,4.9,2,0,0,0,3,1,1,1,32
1572,0xc5f1,KOLRES12DEL01,24,4.7,3,1,2,1,2,1,1,1,19
1573,0xe141,AGRRES13DEL02,39,5,1,1,0,0,3,1,1,1,45
1574,0xa095,BANGRES17DEL03,22,4.6,0,3,2,0,4,0,1,1,25
1575,0xc874,GOARES08DEL02,38,4.8,1,2,1,1,4,1,1,4,17
1576,0xa79a,JAPRES06DEL01,30,4.9,3,2,2,3,4,0,1,1,22
1577,0xd506,DEHRES11DEL02,23,4.5,0,2,2,2,3,1,1,1,26
1578,0xb8e0,BANGRES13DEL02,28,4.7,6,1,2,2,4,1,1,1,27
1579,0xce13,KOLRES05DEL01,21,4.7,6,1,1,1,3,1,1,1,22
1580,0x4405,RANCHIRES14DEL03,20,4.8,1,1,0,1,3,1,1,1,29
1581,0xa10e,SURRES07DEL02,22,4.6,1,2,2,2,4,0,1,1,11
1582,0xee9,RANCHIRES010DEL01,34,4.6,4,2,2,3,4,0,1,1,19
1583,0x8f4c,JAPRES06DEL02,27,4.8,6,3,0,0,3,1,1,1,17
1584,0x35b6,PUNERES13DEL03,26,4.6,0,1,1,3,3,0,1,1,24
1585,0x753a,RANCHIRES07DEL03,29,4.9,1,1,0,1,3,1,1,3,46
1586,0x19d5,INDORES13DEL01,33,4.4,2,0,0,2,3,1,1,3,48
1587,0x76a2,HYDRES03DEL01,33,4.1,0,0,1,1,4,1,1,1,31
1588,0x777a,MYSRES010DEL03,27,4.9,6,1,2,3,3,1,1,1,27
1589,0x68af,CHENRES15DEL01,22,4.7,0,0,0,0,3,0,1,1,21
1590,0xa2c2,COIMBRES02DEL01,30,4.8,1,1,2,0,4,2,1,1,42
1591,0x1324,HYDRES18DEL02,36,4.7,4,2,1,2,3,1,1,1,25
1592,0x6fc4,BANGRES05DEL02,30,4.2,2,2,0,3,3,0,1,1,28
1593,0xb6f8,SURRES09DEL01,32,4.9,6,1,0,3,3,1,1,1,38
1594,0x3279,PUNERES08DEL01,23,4.7,2,0,2,0,3,1,1,1,28
1595,0x43bb,RANCHIRES13DEL01,37,5,1,2,1,2,3,1,1,3,15
1596,0xce7a,KOLRES04DEL02,35,4.6,4,3,2,0,4,0,1,1,17
1597,0x6097,MYSRES19DEL02,27,4.6,2,3,2,1,2,1,1,1,20
1598,0x91ae,MUMRES09DEL02,36,4.7,1,2,0,2,3,0,1,1,22
1599,0xbd17,MYSRES010DEL03,21,4.5,1,1,2,0,3,0,1,1,21
1600,0xdc47,DEHRES03DEL01,21,4.1,0,3,1,3,4,1,1,1,33
1601,0xa365,CHENRES16DEL03,30,4.6,1,2,1,3,3,0,1,1,19
1602,0x6b94,CHENRES14DEL01,30,5,1,2,2,0,4,1,1,1,19
1603,0x6e17,INDORES13DEL01,25,5,2,2,1,3,4,1,1,3,18
1604,0x17fb,BANGRES20DEL02,25,4,2,1,0,3,3,1,1,1,36
1605,0xb8a2,INDORES09DEL03,25,4.7,1,1,0,2,3,1,1,3,27
1606,0x6b14,SURRES14DEL03,37,4.7,0,1,0,3,3,1,1,3,27
1608,0x45ca,PUNERES18DEL01,22,4.4,4,0,0,2,3,2,1,1,52
1609,0xafe7,INDORES02DEL01,33,4.8,2,2,1,0,4,0,1,3,23
1610,0x1fdb,COIMBRES16DEL03,30,4.8,2,1,0,2,3,1,1,1,41
1611,0x495b,MYSRES13DEL02,31,4.2,6,1,1,0,3,1,1,1,40
1612,0x9462,RANCHIRES13DEL03,31,4.2,6,3,2,1,4,1,1,1,37
1613,0xd5d9,KOLRES06DEL01,30,4.7,3,1,0,0,3,2,1,1,36
1615,0x49f9,HYDRES04DEL01,32,4.6,1,2,0,0,3,1,1,1,28
1616,0xb445,MUMRES13DEL01,24,4.5,2,2,2,1,2,0,1,3,13
1617,0xb118,HYDRES13DEL01,20,4.8,3,1,2,1,2,0,1,1,22
1619,0x8fb8,JAPRES13DEL01,36,4.2,6,1,0,3,3,1,1,1,50
1620,0x9ba,MYSRES02DEL02,35,4,3,3,2,1,2,0,1,1,32
1621,0xa50e,RANCHIRES03DEL01,22,4.6,3,0,2,1,4,1,1,1,20
1622,0xd520,KOLRES02DEL03,31,4.5,0,1,1,0,3,1,1,1,26
1624,0x9e97,COIMBRES02DEL03,25,4.7,2,3,0,1,3,0,1,3,12
1625,0x8d01,PUNERES01DEL01,39,4.8,1,2,1,2,3,0,1,3,19
1626,0x3f50,CHENRES04DEL02,31,4.8,3,3,2,0,4,1,1,1,30
1627,0x1e12,SURRES010DEL03,21,4.6,1,2,2,2,3,0,1,1,17
1628,0x1d08,SURRES15DEL02,21,4.5,1,1,0,0,3,1,1,1,48
1629,0xd367,BHPRES14DEL01,26,4.2,3,2,0,0,3,1,1,3,23
1630,0xa955,INDORES01DEL03,34,4.8,6,3,2,2,2,0,1,1,27
1631,0x3267,MYSRES18DEL01,38,4.3,1,1,2,0,4,1,1,1,48
1632,0x2a81,BANGRES12DEL02,25,4.7,4,1,2,2,3,0,1,3,21
1633,0xa813,COIMBRES18DEL02,31,5,4,2,0,2,3,1,1,1,26
1634,0xb79e,INDORES01DEL03,20,4.8,3,1,1,1,4,0,1,1,25
1636,0x7ed1,MYSRES09DEL01,27,4.9,6,0,0,3,3,1,1,1,24
1637,0x39cd,COIMBRES14DEL02,30,4.8,1,0,2,1,4,1,1,1,33
1638,0xa9d1,COIMBRES19DEL01,27,4.7,3,0,2,1,3,0,1,1,22
1639,0x358e,MUMRES06DEL03,25,4.6,2,3,1,3,4,1,1,3,23
1640,0x1662,HYDRES12DEL01,21,4.8,0,0,0,2,3,1,1,1,20
1641,0x24be,JAPRES03DEL03,35,4.9,0,1,2,1,4,1,2,1,44
1642,0x91b0,BANGRES08DEL01,22,4.6,2,1,0,0,3,1,1,3,39
1643,0xd907,AGRRES20DEL01,35,4.7,1,2,0,3,3,1,1,1,37
1644,0x8469,INDORES08DEL03,22,4.6,2,1,2,3,3,1,1,1,27
1645,0xd897,GOARES05DEL03,27,4.7,0,3,1,3,3,1,1,3,13
1646,0x11f2,PUNERES03DEL01,35,4.8,6,2,1,0,4,1,1,1,16
1647,0x6c86,MYSRES12DEL01,27,4.9,0,0,2,1,3,1,1,1,28
1648,0xcdeb,LUDHRES16DEL01,36,4.1,0,3,0,3,3,1,1,1,32
1649,0x9b49,PUNERES02DEL02,38,4.9,1,2,1,3,3,1,1,1,30
1650,0x3d68,INDORES14DEL03,28,4.5,3,1,1,3,4,0,1,3,11
1651,0xd922,DEHRES08DEL02,33,4.3,3,1,0,1,3,1,1,1,41
1652,0xcc0e,AURGRES08DEL02,37,5,6,2,1,1,4,1,1,3,29
1653,0x3933,RANCHIRES12DEL03,39,4.8,6,1,2,1,4,0,1,1,27
1654,0x6a06,RANCHIRES04DEL01,30,4.4,2,2,0,1,3,1,1,1,22
1655,0x4557,RANCHIRES08DEL02,21,4.9,1,0,0,2,3,1,1,3,29
1656,0x1111,SURRES010DEL01,23,4.7,0,3,0,1,3,1,1,1,32
1657,0x1837,MYSRES02DEL01,23,4.9,6,0,1,2,4,0,1,1,22
1658,0x58e1,HYDRES04DEL03,31,4.6,0,3,0,3,3,1,1,1,34
1659,0x4993,CHENRES14DEL01,31,4.2,0,1,1,1,3,1,1,1,37
1660,0x9e96,JAPRES14DEL01,36,4.7,4,0,0,0,3,0,1,1,21
1661,0x7c5,MUMRES04DEL02,24,4.6,1,2,1,1,3,0,1,3,23
1662,0x3f97,SURRES17DEL01,21,4.5,3,1,2,3,3,1,1,3,26
1663,0x1c63,MUMRES12DEL03,39,4.6,0,1,0,0,3,1,1,3,28
1664,0xe1e0,GOARES18DEL01,33,4.1,3,0,0,3,3,2,1,1,49
1665,0x3a74,SURRES010DEL01,27,4.8,0,0,1,0,3,0,1,3,24
1666,0x1773,RANCHIRES04DEL01,35,4.8,0,1,0,3,3,3,1,1,48
1667,0x6e7a,HYDRES09DEL03,24,4.9,6,2,2,2,4,1,1,3,17
1668,0x3988,MUMRES14DEL02,39,4.6,1,2,0,1,3,1,1,1,26
1669,0x5a0a,PUNERES19DEL01,38,4.7,3,3,0,2,3,0,1,1,25
1670,0xc066,ALHRES09DEL02,23,4.4,3,2,0,1,3,1,1,3,23
1671,0x520b,COIMBRES06DEL03,31,4.4,0,1,1,3,3,1,1,1,38
1672,0x4e59,SURRES15DEL02,30,4.6,4,1,1,3,3,1,1,1,21
1673,0xc697,KNPRES18DEL02,35,5,3,2,1,1,3,1,1,1,27
1674,0x73ba,INDORES20DEL02,23,4.6,1,2,2,2,2,0,1,1,26
1675,0x949b,COIMBRES14DEL01,24,3.2,4,2,2,1,4,0,2,1,44
1676,0xacbe,CHENRES04DEL02,25,4.8,2,0,0,3,3,1,1,1,27
1677,0x5e90,CHENRES09DEL02,39,4.9,4,2,1,3,4,0,1,4,13
1678,0x6f87,SURRES18DEL01,25,4.6,0,2,2,0,4,0,1,1,22
1679,0xa476,CHENRES05DEL02,37,4.7,6,2,1,3,3,1,1,1,25
1680,0xb995,JAPRES15DEL01,32,4.8,4,1,2,2,2,0,1,1,23
1681,0x80f2,INDORES12DEL02,30,4.7,0,2,1,1,4,1,1,1,19
1682,0xc46c,ALHRES14DEL01,34,5,4,3,2,1,3,1,1,1,25
1683,0xaf32,JAPRES04DEL02,35,4.5,4,1,1,0,3,0,1,3,20
1684,0x2e5b,PUNERES18DEL01,29,4.8,6,1,2,1,3,1,1,1,18
1685,0x3457,BANGRES010DEL03,32,4.6,1,2,0,3,3,1,1,1,23
1686,0xd4bd,KOCRES02DEL02,25,4.9,2,3,0,1,3,1,1,3,36
1687,0x583c,MUMRES11DEL02,37,4.7,4,1,1,2,3,0,1,1,24
1688,0xa8ee,VADRES11DEL03,20,4.8,0,2,0,2,3,1,1,1,21
1689,0xbe03,COIMBRES01DEL01,20,4.1,1,1,2,1,3,1,1,3,42
1690,0xc070,GOARES010DEL02,29,5,0,2,0,3,3,1,1,1,18
1691,0x5ef7,PUNERES06DEL02,32,4.2,6,3,0,3,3,2,1,1,36
1692,0x5794,HYDRES08DEL03,27,4.6,3,1,1,2,4,1,1,4,14
1693,0xb0d,SURRES08DEL01,24,2.9,4,2,1,2,4,1,1,1,36
1694,0x5da8,VADRES14DEL01,30,4.6,6,0,1,0,3,1,1,1,29
1695,0x76f5,HYDRES15DEL02,31,4.3,3,0,0,1,3,1,1,1,38
1696,0x15fe,MYSRES02DEL03,36,4.2,0,1,2,0,4,0,1,1,35
1697,0x6809,HYDRES05DEL02,36,4.9,0,1,2,2,4,1,1,1,25
1698,0x1242,MYSRES09DEL01,36,4.8,3,2,2,0,4,1,1,3,17
1699,0x3e94,MYSRES14DEL03,38,4.3,6,1,1,2,4,1,1,1,33
1700,0x9271,COIMBRES20DEL01,38,4.9,4,2,1,0,3,1,1,3,17
1701,0x12d2,MUMRES13DEL01,30,4.8,3,3,1,2,4,1,1,1,27
1702,0xd6e7,BHPRES03DEL01,20,4.8,1,2,0,2,3,1,1,3,22
1703,0x3e44,MUMRES11DEL01,24,4.1,2,2,0,2,3,1,1,3,24
1704,0x8de0,RANCHIRES08DEL03,21,4.9,1,1,1,1,4,0,1,1,28
1705,0xd905,AGRRES02DEL02,25,5,3,1,2,3,4,1,1,3,15
1706,0xaf6a,INDORES16DEL01,38,4.1,4,1,1,0,3,0,1,3,34
1707,0x6e1f,MUMRES08DEL03,38,5,1,1,2,2,2,1,1,1,30
1709,0xb4d8,VADRES010DEL03,21,4.8,1,1,0,0,3,2,1,1,45
1710,0xcd10,BHPRES06DEL01,25,4.9,2,2,1,0,3,0,1,1,14
1711,0xa4e0,VADRES18DEL01,22,4.9,4,0,1,2,3,0,1,1,10
1712,0x88b0,CHENRES05DEL01,34,4.2,1,1,1,3,4,2,1,1,43
1713,0x95f9,PUNERES13DEL02,24,4.6,2,2,0,0,3,1,1,1,21
1714,0xa4b6,CHENRES17DEL02,27,4.6,3,1,1,1,3,1,1,1,14
1715,0xd590,BHPRES13DEL01,29,4.2,1,0,1,1,4,2,1,1,34
1716,0x7cdb,MYSRES08DEL01,22,4.9,0,3,2,2,4,1,1,1,18
1717,0x7482,JAPRES13DEL03,23,4.5,6,1,1,3,3,0,1,1,21
1718,0x8b4e,CHENRES09DEL03,23,4.9,3,1,2,1,4,1,1,1,21
1719,0x194e,SURRES09DEL02,37,4.1,2,2,0,1,3,1,1,3,30
1720,0x866c,MUMRES13DEL03,27,4,6,2,0,3,3,1,1,1,28
1721,0x7f65,BANGRES15DEL02,23,4.6,3,1,1,0,3,1,1,1,19
1722,0x6c5d,CHENRES05DEL01,22,4.8,2,1,1,2,3,1,1,1,19
1723,0x9a82,COIMBRES04DEL02,35,4.7,1,2,0,2,3,0,1,1,21
